Top 1%,Top 5%,Top 10%,country,year,total,count,mean,std,max,min,gini,q_25%,q_50%,q_75%
0.155673492674964,0.39933908043983707,0.5728273934302337,Denmark,2017,964726680.4074484,37052,26037.10138204276,66836.70468146552,4775264.056513296,1.344315986510879,0.7345983677979396,1759.2391157474617,5772.358414479064,25978.26788922914
0.3721133169741042,0.6771899198543037,0.8099596036904382,Estonia,2017,563086696.4499999,21201,26559.44042497995,210639.21274131548,25049944.58,1.16,0.8679641565769768,882.76,2330.7,9562.94
0.24624271446296775,0.4741226313932741,0.6265870941320094,Spain,2017,6680252935.959999,752413,8878.439016816561,78007.529159697,48648679.31,100.0,0.7570669574406962,672.1,1937.3999999999999,7402.1
0.1618536055875558,0.3425718181244897,0.4829442002720546,France,2017,10396780769.21,424907,24468.367829219096,92616.57302644935,31479350.88,0.11,0.6857855749086381,384.12,9775.539999999999,32913.58500000001
0.15760121391113407,0.3630333921676194,0.5065334448424808,United Kingdom,2017,3991944407.359754,151824,26293.236954366595,85463.14099876225,16046651.493146626,0.1290080910664845,0.6565146883983353,3628.892049625702,10917.251066459863,28696.621348872293
0.1891232850519577,0.399211068062902,0.5510662865426027,Greece,2017,2857072348.08,668694,4272.6154983893975,43711.270730965574,27307475.95,0.95,0.681837231769247,646.3425,1439.55,4003.4975
0.41465847205605477,0.6169356891910242,0.7250465909129764,Croatia,2017,231134856.81973934,60972,3790.83606933903,52388.326954564196,6284384.484110714,0.1005925717391607,0.7929954170679054,411.7531914442602,846.5685535461932,1987.2472858876981
0.14522728328156873,0.3195026882010999,0.44227380425474255,Ireland,2017,1691324216.84,90143,18762.679485262306,52202.681647379606,11086326.99,5.29,0.5772344150141844,4649.795,10926.83,21077.65
0.274562030692798,0.5149708711518904,0.6565225998375676,Italy,2017,4568788319.400001,501291,9114.04417673567,77014.89989568078,33700814.42,0.15,0.7706223221146984,786.51,1446.72,7216.83
0.36224672377127926,0.6244907300875352,0.7417917104735485,Lithuania,2017,778184360.69,147404,5279.262168530026,46371.21196666283,9995042.29,0.15,0.8017843529028513,512.19,1026.4450000000002,2622.6975
0.08174357300051409,0.21324335808121272,0.3306004212265495,Luxembourg,2017,62193762.56,1688,36844.64606635071,44953.91926990912,1032990.8,27.5,0.5183310378728617,6749.035,29312.7,52165.07
0.394188429604342,0.6732135394061332,0.7876783632273727,Latvia,2017,460711813.11,61213,7526.37206328721,82053.16919955025,12939892.43,1.95,0.837634587383115,526.25,1020.32,3052.5
0.18398249486047724,0.3282097999909734,0.44338874953238994,Netherlands,2017,956712623.07212,45418,21064.61365696684,106374.89118408997,11664873.030000001,0.14,0.5863229656239896,4182.6775,12648.125,24397.847500000003
0.3131525380914124,0.5917966236351007,0.7268084001070766,Portugal,2017,1380287388.5499997,192611,7166.191902591232,38050.06929214561,5487055.91,0.12,0.8006886504617463,633.74,1235.7,3809.12
0.196689108579379,0.446573150839041,0.6108790483722936,Sweden,2017,979231548.7728918,56854,17223.617489937238,85095.71626114902,17331525.45513929,0.2087163657697099,0.7469185399810725,1337.2718450322527,3775.0007285853007,15137.07615881105
0.23353474139988514,0.4950164952159039,0.6746421846095625,Slovakia,2017,332845040.16,3821,87109.40595655589,506718.9199234414,29332986.54,5.1600000000002275,0.8018965370682543,3386.02,11212.16,59491.86
0.1619718691896164,0.3201798318103911,0.43890926021642357,Austria,2018,1752147554.5100002,106807,16404.80075753462,106819.49025472769,32470574.21,0.15,0.5834357470076198,3604.08,9605.85,19141.155
0.2130872627932321,0.37065026185533984,0.4946315487533923,Belgium,2018,747657357.89,36824,20303.53459401477,245811.09643240485,38888752.23,0.2,0.6514255319537079,2606.1825,9611.505000000001,22995.387499999997
0.2537423367571652,0.6131500816591382,0.772561900559232,Czechia,2018,1188258083.9975855,30768,38619.93252722262,147620.98043163025,14340674.290865496,4.679358913078986,0.841963551470204,1166.8913055841954,4349.828651216288,19227.403590570524
0.20507560337408437,0.4191465913956901,0.541977757807819,Germany,2018,6569343212.72,247097,26586.090534162697,77512.2230974138,10357941.290000001,0.62,0.6635356504971254,4261.2,11160.470000000001,25856.16
0.14711318821680708,0.39151343906857367,0.5645490813325276,Denmark,2018,954419404.5322781,36058,26469.005616847247,62434.092895271264,4812484.874034789,1.3432836302503655,0.7278901071153354,1831.298573120323,6192.806192180235,27282.930082653827
0.3646696238432662,0.6640000433183061,0.8005687275515913,Estonia,2018,321741113.9799999,21279,15120.123783072508,111460.63559268882,12328419.32,2.32,0.8654344655809295,464.35,1274.0,5883.305
0.25319931354570585,0.4737295114862918,0.6212205852082378,Spain,2018,6922675582.15,697414,9926.206789869431,100204.38423066464,43212375.15,100.0,0.7503257668336416,821.8425,2287.335,8410.8125
0.16288443453769746,0.33558171680593923,0.47050073299272976,France,2018,10114194464.78,396565,25504.50610815377,96039.20334911332,31800725.0,0.11,0.6646115192079557,634.36,12288.17,33397.99
0.16330033207054737,0.3633303000859617,0.5046101687332086,United Kingdom,2018,3947513717.9849963,147164,26823.908822707974,93368.22737891522,16934195.655981347,0.2137177852113247,0.651316909572482,3973.0642444487085,11413.339608207645,29042.140765204247
0.1833848854445619,0.39345875446192374,0.5422196616750575,Greece,2018,2760247830.3100004,633871,4354.589230789862,36762.94500508454,22364663.38,0.15,0.673386149704795,685.565,1536.0500000000002,4156.195
0.46891326763595836,0.6503454696766862,0.7488248691745691,Croatia,2018,484513215.1902625,101330,4781.537700486159,60049.79208020679,7663071.532375263,0.2016597771677701,0.8147345186032849,438.34012733812375,926.776576520265,2310.616718489424
0.14827273188908457,0.3219815726731826,0.44556959419450676,Ireland,2018,1780852771.8200002,90506,19676.62665259762,64418.87040706153,15226073.26,6.79,0.5792005044378181,4881.1125,11433.925,21883.300000000003
0.2376082046007777,0.45535347882682925,0.5969758805255183,Italy,2018,4084494825.76,263768,15485.179497740439,104533.00570049231,28431602.53,0.41,0.7487670656940754,983.9075,1613.9899999999998,15839.615
0.1387734098338324,0.3125897876245463,0.43227988781462545,Luxembourg,2018,81212639.67999999,1671,48601.220634350684,81158.52782817834,1058682.09,27.5,0.5947645260927537,6930.545,30855.21,59431.115000000005
0.3772064668863117,0.6561862743172623,0.7749502949691006,Latvia,2018,490672283.2399999,60235,8145.966352452891,55650.55330204618,7164344.83,1.95,0.8348684151911097,533.74,1090.5,3459.1549999999997
0.20079953516409907,0.33000825200354666,0.43503423330029367,Netherlands,2018,868152135.35,44904,19333.514505389274,111914.05465898363,15763552.64,0.41,0.5715101886023617,4397.42,11997.84,22415.614999999998
0.2841906608874673,0.5320946899212916,0.6693597340047978,Poland,2018,5049736089.587823,1141397,4424.171510515467,25725.946233266568,13252147.766431354,0.1005425892541381,0.7616610997100699,474.53468869663226,997.6146909048042,2959.7488037515923
0.32051905263719294,0.5959844121225032,0.7252410120046093,Portugal,2018,1347116642.7000003,193356,6967.027879662386,43511.19323393147,7925219.04,0.42,0.795169697337575,674.57,1288.455,3726.4300000000003
0.4448275557859976,0.6862328281288776,0.7837668873325345,Romania,2018,509598439.4895503,608376,837.6373155574025,7990.122883643121,2239857.7197460323,0.1563440832555412,0.8276090656591651,73.74943160143239,138.44696912232308,341.05551539793817
0.19123654053499817,0.44888242843079706,0.6165953408963633,Sweden,2018,1169440763.5253792,56376,20743.592371317212,70995.75714148933,10914160.31456667,0.101759692510918,0.7530245642308877,1480.8833651882624,4298.380291507433,17975.010164590458
0.16391811999211198,0.32067666796649624,0.4384780000792795,Austria,2019,1768133620.0900002,106238,16643.13729635347,110961.18742748386,33529798.29,0.22,0.5821452315346364,3706.07,9769.095,19395.467500000002
0.17212326798878888,0.3462942408034808,0.4783529995467532,Belgium,2019,718479343.99,37178,19325.389853945882,213872.05472029073,40302406.12,0.39,0.6394481636817286,2561.1800000000003,9310.915,22479.605000000003
0.2587152194980471,0.6096979666925574,0.7666512299627567,Czechia,2019,1264554565.032065,30878,40953.2536120236,171617.54988681476,19643982.77919732,1.8653977420824568,0.8391292374690843,1258.686062972547,4839.865943846735,21003.967496737627
0.20970483836016496,0.42705849402334517,0.5505084688595572,Germany,2019,6738614555.44,244029,27613.99077748956,91719.67886729522,20011464.740000002,0.2,0.6708583636479043,4222.92,11258.130000000001,26439.54
0.15390117881376883,0.40120485286914326,0.5758301641812295,Denmark,2019,930330227.9298285,35320,26340.04042836434,64162.19197034627,4923506.964927665,0.1339431721813759,0.7368373185478754,1720.6339898419553,5685.753715927227,26369.76065107098
0.3498200178302069,0.6501399249219649,0.7914988764889587,Estonia,2019,305180227.37,20824,14655.216450729928,135977.68983539435,17261709.17,15.83,0.8593167489146644,499.77750000000003,1308.52,5899.0725
0.27283383814498774,0.4931190725259974,0.6381087110152761,Spain,2019,7408574773.91,686069,10798.585526980522,108426.39311885006,45263954.339999996,0.13,0.7623329776860024,832.78,2331.36,8752.880000000001
0.13414514077320555,0.32016829417226833,0.4595275239057949,Finland,2019,1596567163.1900003,54647,29216.007524475273,58576.4253840733,4100089.66,0.71,0.6154787544452542,5463.085,14170.67,34180.555
0.16684909052071917,0.34472642735869474,0.48091321693056743,France,2019,10389495623.68,395820,26248.030982972057,95230.68894303494,30914000.0,0.11,0.6711648062968839,645.925,12300.98,33597.725
0.17490381646828607,0.3796253003069327,0.5206910499037718,United Kingdom,2019,4218035676.4970846,147807,28537.455441874095,134529.06413417723,30900551.274770223,0.1112768280302218,0.6636542459912992,4007.768493702077,11633.335837274319,29880.176267186012
0.17013757880578742,0.3878486068409832,0.5371156084356355,Greece,2019,2523318778.74,614361,4107.22487062167,31042.572312046148,22352731.11,0.86,0.6670708290903423,670.14,1470.33,3942.1800000000003
0.4638185567253718,0.6524442042167516,0.7515548165275062,Croatia,2019,616210157.148236,104586,5891.899079687874,78274.6425242259,15390617.398570234,0.1417556865657784,0.8192268643473177,507.19003355847485,1072.3858190325873,2790.32703468573
0.24026408871605467,0.5155867292089115,0.661777445347417,Hungary,2019,1846614512.7499998,80830,22845.657710627238,76311.52599674725,8805838.84392,17.25044,0.7575390900612723,2252.30896,5031.4547,15957.82225
0.10716669914760214,0.2469951491180259,0.3612751730515701,Ireland,2019,1795715471.23,129170,13901.954565533793,50008.19104938251,13817492.88,2.34,0.4964693719935261,4624.5,9842.93,17195.7875
0.25794527506323583,0.4856226881699296,0.6228982737627959,Italy,2019,5412715002.97,509701,10619.392551652832,81393.85489304742,32408628.71,0.12,0.7301051810595027,1276.93,2785.87,8454.41
0.32558308535805663,0.5823276204649936,0.7165401903413328,Lithuania,2019,727573022.78,136460,5331.7677178660415,49023.63386435886,14108041.36,0.16,0.79034776246543,503.775,1063.375,2898.13
0.11656230641034544,0.29044198906581764,0.41923279273360486,Luxembourg,2019,81016613.01,1673,48425.949199043636,72281.69926979157,774580.53,3.26,0.5923760912807635,6271.35,31341.02,60932.93
0.41379116319721787,0.686841354660853,0.8004996777875931,Latvia,2019,555197258.89,60278,9210.611813431102,74621.33638657496,10357105.77,2.1,0.8492369037543482,536.3249999999999,1153.16,3541.6400000000003
0.203501436809705,0.3314092256575887,0.4357070354890137,Netherlands,2019,832235194.9699999,44610,18655.799035418066,82072.26444981294,6493022.37,0.68,0.5674379517248548,4507.537499999999,11512.785,21275.975
0.3053446397339054,0.5510495418038006,0.683589491376428,Poland,2019,5109814420.132075,1114659,4584.195184475319,25886.03551951991,12097585.105018096,0.1002787777379813,0.7725909024320038,460.0743681326611,973.3967672441904,2948.065469879132
0.3206676506706503,0.5944897987637453,0.7260096710548928,Portugal,2019,1396694731.83,190276,7340.3620626353295,62442.72632317264,17101912.82,0.12,0.7959729844713896,692.55,1308.47,3887.1400000000003
0.4454046007554942,0.689903112349774,0.7928748889126218,Romania,2019,3016796488.7,623115,4841.47627436348,41663.99009441633,11695377.6,0.12000000000000001,0.8398714490345391,364.3,698.04,1886.15
0.20570827962623725,0.458384284517332,0.6225761001870295,Sweden,2019,1286870151.6038308,55698,23104.422988326885,106923.93621974753,16007615.583171342,0.3935819179475671,0.7561470570430529,1655.4055468874672,4796.828822725717,19637.253219726554
0.28743417352338657,0.6871615594669068,0.8513357184794563,Slovakia,2019,736018702.0099998,18909,38924.25310751492,146250.23102423956,4387502.97,1.0299999999999945,0.8889475269521752,651.47,1801.97,9358.63
0.18074002933678485,0.34170750712810655,0.45864461801664286,Austria,2020,1861027250.6,105996,17557.523402769915,120667.4406441975,34513491.85,1.0,0.5978777002109326,3718.4075,9847.599999999999,19761.487500000003
0.18186080581856687,0.35547761655970367,0.4868998409379744,Belgium,2020,692484957.4000001,35878,19301.102553096607,212503.54014080003,38978511.48,0.21,0.6439496687293397,2600.35,9100.92,22000.0
0.3619099643768138,0.6646350865308385,0.7840741211601114,Bulgaria,2020,1311710123.084321,85740,15298.695160768848,77056.90181877234,4507577.211322789,0.9915718960750908,0.8518573179501021,584.2760729692365,1602.4542963897857,7536.259470885302
0.25159819916288245,0.6021195355487333,0.7604718324866011,Czechia,2020,1295586583.502679,31096,41664.091314081525,165768.27232639774,17982089.515521318,2.87332392360012,0.836046270379834,1306.081309203389,5090.4196480446135,21987.590378032597
0.21184452623318764,0.4309927701605934,0.5551669219928689,Germany,2020,6808507157.849999,241451,28198.297616700696,93513.5304798535,13506933.16,0.19,0.6744568709523411,4244.71,11321.01,26692.2
0.14977100278813527,0.39530666994688174,0.5690028524951604,Denmark,2020,919560565.4683256,34931,26325.05698286123,62952.22266437843,4207850.839872419,0.1338493003811188,0.7313880242171937,1775.6448188559223,5915.068282442404,26998.74237987548
0.3150625560204241,0.6263288813839809,0.7773721269833919,Estonia,2020,278504183.64000005,21481,12965.140526046276,59547.347333050595,4106413.7,5.18,0.8504306881602625,457.03,1261.19,5610.53
0.2779199931126731,0.4928524771267481,0.6361729180665663,Spain,2020,7517760250.35,678395,11081.68581777578,169583.11567774537,94210526.8,0.13,0.7617781482608699,855.135,2406.98,9087.17
0.13243005272923197,0.32117358213316133,0.46352546119404847,Finland,2020,1582587512.13,53681,29481.334403792778,57053.18762122676,3387343.03,1.75,0.6214410646647996,5275.92,13934.56,34418.18
0.16684909052071917,0.34472642735869474,0.48091321693056743,France,2020,10389495623.68,395820,26248.030982972057,95230.68894303494,30914000.0,0.11,0.6711648062968839,645.925,12300.98,33597.725
0.16642562202026298,0.3720782671298722,0.5143538480381364,United Kingdom,2020,4391027431.059162,145783,30120.298190181038,94457.15127478435,13222118.653585583,0.1063093043626913,0.6564744990575886,4416.891729081384,12564.106075380036,31660.983870644563
0.18973430765336358,0.4013362118826051,0.5475095194180581,Greece,2020,2175202254.85,522214,4165.346495593761,53688.105011264044,31359204.52,0.22,0.6745631688995166,677.9325,1461.9450000000002,3890.9175
0.4571270280972977,0.6546899357982514,0.7521262173439346,Croatia,2020,717270185.049289,109494,6550.771595240734,78901.91659129558,14104534.378281169,0.1208325651509071,0.8183551132251158,573.2558694650196,1193.0027396638795,3126.15360954914
0.2586286833904166,0.5329417015767813,0.6755175189936148,Hungary,2020,1911069037.6963599,83892,22780.11059095456,85830.09166696129,10752150.1977,9.17174,0.766768465000313,2179.909235,4894.19841,15241.28768
0.10383090182745723,0.24279233914460782,0.3578197224906177,Ireland,2020,1892566198.13,129051,14665.257906796538,41946.512003186996,7849196.34,2.8699999999999957,0.49564611986061125,4817.52,10431.52,18301.0
0.21658128695716303,0.39543455172220493,0.520584141345206,Italy,2020,4001382176.3899994,157533,25400.279156684628,152107.00145358816,34174546.38,0.2,0.6659047943569213,1270.5,13342.32,25795.39
0.2053501067241159,0.43789235181914166,0.5780307402126701,Lithuania,2020,696676518.47,63793,10920.89286395059,37298.47046460552,5447199.43,5.3,0.6823156625408164,1860.0,3409.0,9258.27
0.10481804605757437,0.2777294364075253,0.4022708878249737,Luxembourg,2020,84166763.28,1765,47686.55143342776,65586.12325752802,647904.2,18.0,0.5682043257685283,8390.99,33288.59,60923.24
0.40852754463061686,0.6800567480084453,0.7939573875998658,Latvia,2020,500988055.42,59043,8485.138888945345,61396.75960515381,6165139.56,6.65,0.8461500631057844,500.0,1085.17,3329.62
0.22534745375880014,0.36042638939396976,0.46481578781916083,Netherlands,2020,861792903.8499999,44294,19456.199572176818,90441.60108947453,7339887.49,2.66,0.5913953950708452,4362.967500000001,11129.04,21101.879999999997
0.19962271060414075,0.41422834659928354,0.5471225571327124,Poland,2020,5054759391.063401,472777,10691.635572507548,37028.526869658075,8845362.84346123,1287.764809796607,0.6473883784471658,2076.3662799942003,4047.586793910075,9871.616534215627
0.31845946654960644,0.5897338760368023,0.7200913879031208,Portugal,2020,1501893499.17,201873,7439.793826663298,53781.72268870218,9956423.5,0.32,0.794557810457083,654.54,1428.76,4111.33
0.4454122721484922,0.6913066720669264,0.7951966712790983,Romania,2020,3120022342.17,629868,4953.454282754482,44268.74226369851,12403036.44,0.27,0.8421768405567603,360.56,699.3199999999999,1890.7
0.22244191612511918,0.4675519640132379,0.6273419435610645,Sweden,2020,1316452916.1612284,54702,24065.9009937704,152652.40691637984,25082593.817315657,1.6212255583084336,0.75760950945343,1779.295050243506,5032.379499198691,20184.925764405183
0.2884695324651452,0.6771854085610716,0.8431151427839729,Slovakia,2020,606994780.12,18674,32504.807760522654,119149.03925240041,2761355.9699999997,0.799999999999983,0.8830601030848617,665.99,1796.27,8691.645
0.18168201935113912,0.3410982693850183,0.4579676895741421,Austria,2021,1848742535.39,105640,17500.40264473684,114434.44036379158,32682718.61,0.19,0.5982560530911438,3674.8650000000002,9793.455,19787.185
0.1692032963008877,0.33464804153537486,0.46554652952160347,Belgium,2021,729359423.77,36259,20115.265831104,227283.50063286582,42597338.21,0.11,0.6273042401504283,2942.63,10157.88,23835.305
0.35200633634722356,0.6456259364970778,0.7682381070700025,Bulgaria,2021,1443672045.3434687,84640,17056.616792810357,86428.17971906447,5190087.255924687,0.3082718590667568,0.8435734572812494,609.0295915687616,1972.6573154897662,9480.231818770719
0.24505506070507752,0.5976615882047881,0.7591621205731938,Czechia,2021,1263144218.0640588,31416,40207.03520703014,136884.96652907942,9444616.61695566,4.352083521714585,0.8341392522576551,1298.5838620439558,5024.509738584888,21424.623404461607
0.21649382442739135,0.4362536064258151,0.5605933637267276,Germany,2021,6775587302.870001,241589,28045.92635786398,101509.80079413249,14374680.49,0.16,0.6791159440290384,4121.01,11043.380000000001,26266.88
0.16781413049835814,0.43760197452776173,0.6193620369789973,Denmark,2021,927314661.833481,40617,22830.702952790234,60147.87273903132,3860676.705482775,0.1350228955013212,0.7752839044186143,999.7095182917823,3586.0730816195905,20291.645804625055
0.355441592043461,0.6516975936479854,0.7932405441401934,Estonia,2021,304353359.6,21294,14292.916295670142,115732.79915067511,14284627.62,0.62,0.8596469487911647,477.89750000000004,1324.425,5773.4974999999995
0.27663387982661297,0.4913200380699273,0.6351378683393937,Spain,2021,7374142506.69,666510,11063.813756267722,132328.41017550326,59064725.940000005,0.25,0.7605871247730274,865.3325,2425.0,9070.317500000001
0.12657860017125824,0.31946411125960017,0.4634019037129183,Finland,2021,1562121454.12,52228,29909.654861759973,53871.89250796887,2728065.12,0.46,0.6217948536309607,5290.9175,13995.635,34812.3825
0.16963882331103056,0.3431900843606043,0.47743096477315455,France,2021,9994049534.589998,383051,26090.64989933455,101105.9817434125,32489000.0,0.11,0.6685328157038113,684.345,12425.17,33685.445
0.16463878986360467,0.36236223733116807,0.501853500105013,United Kingdom,2021,4337455797.859713,145016,29910.18782658267,95752.44284433918,13008887.39459036,0.1012392014767211,0.648524145341288,4469.702308597115,12753.434049627402,32598.90195090244
0.18322457898445657,0.39765217299666467,0.5411156961210519,Greece,2021,2865767415.7599998,619103,4628.902485951448,32446.38506373223,20843829.99,0.22000000000000064,0.6730478295339711,719.955,1665.47,4490.96
0.4405831167988278,0.6415270477407785,0.7452538084664477,Croatia,2021,761207327.4308819,112802,6748.172261403893,76410.65355029718,11075719.318355344,0.1877172880862219,0.811681692766374,632.24247690067,1267.3133607413342,3273.656704227352
0.25269243212401504,0.5241280921761641,0.664339947719607,Hungary,2021,1872650145.7913198,85213,21976.108642945557,75205.03674522844,5110145.01272,28.09322,0.7544825811249022,2250.91548,5315.56438,14773.45802
0.10262765555874356,0.23710002269500247,0.3496774515211756,Ireland,2021,1810388744.13,128724,14064.111930409248,37472.37399269896,5197487.83,0.75,0.4856880327842433,4782.202499999999,10237.15,17665.135000000002
0.233962098080445,0.4269222947591393,0.5538601315529115,Italy,2021,4382161448.55,235976,18570.369226319628,123035.95226326477,36416317.34,250.68,0.6706567751891556,2985.8625,7249.945,17182.802499999998
0.11385869961232854,0.2847457469203901,0.4083970283112095,Luxembourg,2021,89962725.86,1795,50118.510228412255,74877.48728708812,1056307.32,5.19,0.580625970087933,7328.26,33341.75,64213.45
0.3846634253135445,0.6703876512479204,0.7884294544656125,Latvia,2021,480698611.96000004,58775,8178.623767928541,50070.708018649486,4349231.41,19.6,0.8413084967642355,500.0,1074.3,3305.885
0.2723029839468483,0.39958795459814145,0.49770276895877485,Netherlands,2021,876488844.12,42532,20607.750496567292,160381.81699518923,23196903.63,1.28,0.6152449365380203,4417.099999999999,11081.355,20875.3825
0.2583545356868801,0.5258906866691064,0.6700391945338006,Poland,2021,5531750213.4313965,1062966,5204.070697869354,31848.667356799695,16142185.685849464,0.1336883746207146,0.7714926259012403,476.7700013133463,1020.0817473846294,3515.8672767311264
0.32053451994959975,0.592119143294301,0.7254518329740707,Portugal,2021,1358893535.3,195697,6943.864930479261,59083.64858703675,19132199.43,0.41000000000019554,0.7949708839995663,846.59,1276.24,3676.12
0.3039795188023743,0.5725227748601177,0.6984269007199554,Romania,2021,2441326666.23,131246,18601.15101587858,79188.76911948246,11615449.83,1055.85,0.7794839366405206,1530.8525,3718.68,11385.75
0.21396551677321415,0.4609017584961378,0.6216650512728031,Sweden,2021,1260872935.1860406,52959,23808.473256406665,135921.10952758754,19687216.384460337,0.2984588761550266,0.7517230511734849,1914.0167727821859,5103.646782250956,20030.420812246277
0.3038366612011801,0.6877483504270369,0.8439838206534819,Slovakia,2021,592458519.22,18484,32052.50590889418,181064.99995464485,18737626.26,1.3299999999999983,0.8851593817594322,615.52,1691.68,9029.785
